question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
History !!!!!!!!!!!!!!!!,History,"1) Pulpit
2) Presbyterian
3) Pietist
4) Steal
5) Ticonderoga
6) Riot
7) Teenager
8) Seal
9) Treaty of Ulrecht

Hope this helps! :) 


",5,Beginner,1,3,https://brainly.com/question/7695909,1513194227
Fill in the superlative elements that are missing from the sentence below: bien: chanter + Claire chante _______________ du groupe.,French,"Hi,

Claire chante le mieux du groupe.

",5,Ace,1,0,https://brainly.com/question/10300741,1527453551
Fill in the superlative elements that are missing from the sentence below: bien: chanter + Claire chante _______________ du groupe.,French,"Bonjour,

Claire chante la mieux du groupe.",0,Beginner,0,0,https://brainly.com/question/10300741,1527453551
"How did the Chinese government respond to the demands of the democratic reform of Tiananmen Square? 
a. with consensus-building
b. with economic sanctions
c. with military force
d. with popular referendums
Connexus Lesson 2: Rapid Development in China and India
World History B Unit 11: The World Today Part I


Someone, please help? I will give a brainliest for the rest of the answers? 
",History,"1. C.

2. C.

3. B, D.

4. A.

5. D.

6. B.

7. C.

8. A.

9. D.

10. A.

11. B.

12. C.

100% Correct, I just took it.

",5,Ambitious,11,16,https://brainly.com/question/9996736,1525668846
"Steve is good at setting up and managing groups of computers for large cities. In which Information Technology career pathway is he most likely to get a job? Information Support 
Programming Development 
Interactive Media 
Network Systems",Business,Interactive media would be most suitable for Steve as he would be exposed to a wide variety of hands on media production.,5,Helping Hand,3,8,https://brainly.com/question/3677979,1494289339
"History connects human experiences in the past to...
A)People today, and people who will come later. 
B)Their solutions.
C)Other countries' experiences in the past.
D)The future.",History,I'll say A im not 100% sure but I think it's A,5,Virtuoso,6,2,https://brainly.com/question/9929933,1525271611
"The mission statement of your business should contain all of the following elements except the
A. values of your organization.
B. purpose of your business.
C. expected profit margin.
D. business of your organization.",Business,"c. expected profit margins 
the mission statement provides information about the company as to who, why and how they plan to operate",5,Beginner,2,12,https://brainly.com/question/994107,1455798017
"Peter had to collect data on the number of students opting for Physics, Mathematics, English, and Music in his class. He now needs to present this data with the help of a pie chart. Which application software will he use?
presentation software
spreadsheet software
word processing software
database software
multimedia software",English,"The 5th Software!
Multimedia Software
Hope this helps!
-Laynee

",4,Beginner,1,3,https://brainly.com/question/9348701,1522076778
"China was insulated from the Scientific and Industrial Revolutions occurring in Europe because of its self-imposed isolation. As a result,

A) it did not face competition and could focus more clearly on its own goals.
B) the West continued to badger China diplomatically for cooperation.
C) the West surged ahead of China while China began its slow decline.
D) it grew in a parallel way in technology and science, surging ahead of Europe.",History,"Generally speaking, as a result ""B) the West continued to badger China diplomatically for cooperation,"" since the West saw the opportunity for great trade. ",3,Ambitious,29,45,https://brainly.com/question/995588,1455820748
"From this lesson, in the 7th century, which of the following Chinese influences did Japan adopt: (Select all that apply)
education
style of dress
transportation
legal code
music and dance
Confucianism",History,"Education, Legal code and Confucianism ",4,Helping Hand,15,35,https://brainly.com/question/995713,1455823090
Trying to solve an impossible mathematics problem can produce useful results.,Mathematics,the answer would be True - apex,5,Ambitious,2,3,https://brainly.com/question/9852546,1524828620
"Christian wrote his version of a myth about Daphne and Apollo for his English assignment. Read this excerpt from paragraph 2 of Christian’s draft of his introduction and answer the question. He had slain a horrifying monster called the Python, a serpent whose poisonous body had coveredan entire hillside. It required a thousand arrows to kill it. What is the best way to combine the underlined portion to achieve parallel structure? a serpent whose poisonous body had covered an entire hillside and had required a thousand arrows to kill it. a serpent whose poisonous body had covered anentire hillside, and Apollo had required a thousand arrows to kill it. a serpent whose poisonous body had covered an entire hillside and requiring a thousand arrows to kill it. a serpent whose poisonous body had covered an entire hillside and who had required a thousand arrows to kill it.",English,The answer is C. A serpent whose poisonous body had covered an entire hillside and required a thousand arrows to kill it.,4,Ambitious,4,4,https://brainly.com/question/6106876,1507898095
"Which of the following is most critical for our study for outer space?

A- maps of universe 

B- technology and computers 

C- a new method of doing science 

D- a universal language 

2nd question 


Which of the following has been a benefit of the space exploration effort conducted from Florida? 

A- more jobs 

B- more revenue for state

C- greater tourism 

D- all of these",Mathematics,"Question one is A, Question two is B",0,Ambitious,0,1,https://brainly.com/question/7828287,1513708376
"Which of the following is most critical for our study for outer space?

A- maps of universe 

B- technology and computers 

C- a new method of doing science 

D- a universal language 

2nd question 


Which of the following has been a benefit of the space exploration effort conducted from Florida? 

A- more jobs 

B- more revenue for state

C- greater tourism 

D- all of these",Mathematics,"Which of the following is most critical for our study for outer space?

Answer: B. technology and computers 

Technology and computers are the ways in which we have been able to fly to the moon. Technology made locating the planets and things in the universe possible, with the use of satellites. The computers analyzed this data to create a path for the rockets to navigate through obstacles in space so they could journey safely.

Which of the following has been a benefit of the space exploration effort conducted from Florida? 

Answer: D. all of these (more jobs, more revenue for the state, and greater tourism)

Hope this helps!",0,Ambitious,0,1,https://brainly.com/question/7828287,1513708376
"You should now be familiar with the Gupta Empire! Your job is to create a photo story that describes the major contributions and achievements of the Gupta Empire. This photo story must show carefully chosen images from four categories: Category 1: Medicine Category 2: Mathematics Category 3: Technology Category 4: Religion You must also explain why each photo shows a contribution or achievement that relates to the specific category you placed it in. Your explanation should describe how the contribution or achievement impacted the Gupta Empire. Take a look at the example below. This image shows how skilled Indian metal workers were because a construction like this would not be completed by Europeans until the 19th century. It was more than twenty-three feet tall and weighed more than six tons. © Public Domain Requirements: Your photo story must: include one opening slide with a title for the presentation and the time period of the Gupta Empire include one carefully chosen image for each category explain how each image represents a contribution or achievement of the Gupta Empire within a specific category and how it impacted the Gupta Empire each explanation must be at least three sentences identify the time period each contribution is from

please help:)
Worth 20 points 
I will give you brainliest
",Social studies,"Your welcomed
Hope this helps",5,Ambitious,4,3,https://brainly.com/question/9417018,1522418281
"During the Panic of 1929, leading to Black Thursday, the heavy selling of stocks in a short period of time caused Prices of stock to drop
Businesses to issue more stocks
People to buy more shares
Prices of stock to rise",History,"Brainly User
Hi Dude !





The nation's leading bankers came together to buy stocks in orderto try to prevent a further collapse in prices. The Wall StreetCrash of 1929 is known as Black Thursday.





hope this benefits , thanks ♥
Click to let others know, how helpful is it
3.0
2 votes

THANKS
2
Comments Report

",3,Brainly User,2,2,https://brainly.com/question/9981046,1525520999
What is a viable business,Business,"Viability in a business is measured by if it will have a sustainable amount of profits overtime and if the business is having a long-term survival rate. A viable business can survive for years due to its annual profits. Viability is based upon profits. 

",4,Beginner,1,3,https://brainly.com/question/997568,1455856768
Which of the following thesis statements is both debatable and specific? Cell phones and tablets are a common feature of the world today. Computers and mobile technology are being used more and more in the classroom. Cell phones must not be banned in classrooms because they can be used as educational tools. Teachers and educators often explore ways to take advantage of mobile devices.,English,"cell phones must not be banned in classrooms -
Because its specific about the topic the place where the topic shouldn't banned at and has an argument as to why. 
Teachers and educators often explore way-
this one seems like an option to but the way its written is more of like a statement in my opinion than an argument cause it doesn't specify how they take advantage
these two seem like your best anwser",5,Ambitious,1,3,https://brainly.com/question/2857272,1486746149
"Which industry is responsible for a high demand for fossil fuel?
A-nuclear plants
B-food processing
C-agriculture
D-transportation
E-medicine",History,the answer is a..........,5,Ambitious,2,2,https://brainly.com/question/9584038,1523459908
"Which industry is responsible for a high demand for fossil fuel?
A-nuclear plants
B-food processing
C-agriculture
D-transportation
E-medicine",History,the answer is the first one,5,Beginner,1,2,https://brainly.com/question/9584038,1523459908
"15 POINTS 

PLEASE HELP ME PLEASE

A person who is interested in finding a cure for diabetes, in which the pancreas does not produce insulin, might pursue a career in

endocrinology

gene therapy

neuroscience

sports medicine",Physics,"Endocrinology- They treat diabetes with diet and blood sugar reducing medications, including insulin. They also work closely with patients to control blood sugar and monitor them so they can prevent health problems.",4,Helping Hand,2,3,https://brainly.com/question/9416832,1522415768
"The ancient Chinese were eager to share the art of silk production with other cultures.	

A.
True

B.
False",History,"This is false, they were not eager to share the art of silk prodution. i hope this helped!",5,Helping Hand,4,6,https://brainly.com/question/985363,1455632572
"Which of these is written correctly? A)	Tamika stayed home all weekend. Just to finish her science report. B) Tamika stayed home all weekend just to finish her science report. Eliminate C)	Just to finish her science report. Tamika stayed home all weekend. D)	All weekend to finish her science report, Tamika stayed home. 14)",English,Your answer would be B.,5,Expert,5,4,https://brainly.com/question/9971585,1525469482
"Which of these is written correctly? A)	Tamika stayed home all weekend. Just to finish her science report. B) Tamika stayed home all weekend just to finish her science report. Eliminate C)	Just to finish her science report. Tamika stayed home all weekend. D)	All weekend to finish her science report, Tamika stayed home. 14)",English,"I agree that the answer is b
mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm",5,Ambitious,2,2,https://brainly.com/question/9971585,1525469482
"Which statement describes an hourly wage job? Each paycheck is the exact same regardless of number of hours worked. Each paycheck is less, even if an employer wants you to work more hours in a week. If an employer wants the employee to work more hours in a week, the result is a larger paycheck. If the business is closed for a holiday, the employee still gets paid regardless of available vacation hours.",Mathematics,"If an employer wants the employee to work more hours in a week, the result is a larger paycheck. Hope I helped :)

",5,Frequent Answerer,6,7,https://brainly.com/question/9932690,1525284491
"Which statement describes an hourly wage job? Each paycheck is the exact same regardless of number of hours worked. Each paycheck is less, even if an employer wants you to work more hours in a week. If an employer wants the employee to work more hours in a week, the result is a larger paycheck. If the business is closed for a holiday, the employee still gets paid regardless of available vacation hours.",Mathematics,"The correct answer is If an employer wants the employee to work more hours in a week, the result is a larger paycheck. This is because you are paid by the hours you work.",5,Ambitious,4,4,https://brainly.com/question/9932690,1525284491
"SOMEONE PLEASE HELP ME!!!! 
(ILL GIVE BRAINLIEST)

Read the following prompt and type your response in the space provided. Read the excerpt from the text of Antigone.

Then, in one well-devidence paragraph, make inferences about what kind of man creonn is explain how his words reveal his character. use evidence from the excerpt to support your answer 

TEREISIAS; think all men make mistakes, But a good man yields when he knows his course is wrong, and repairs the evil the only crime is pride. Give in to the dead man, then; do not fight whit corpse- what glory is it to kill a man who is dead? Think, i beg you; it is for your own good that speak as i do you should be able to yield for your own good. 

CREON; it seems that prophets have made me their especial province. all my life long i have been a kind of butt for the dull arrows of doddering fortune tellers! No, Teiresias: if your birds- if the great eagles of god himself should carry him stinking bit by bit to heaven, i would not yield i am not afraid of pollution: no man can defile the gods. do what you will, go into business, make money, speculate in India gold or that synthetic gold from sardis, get rich otherwise than by my consent to bury him. sells his wisdom, lets out his words for hire!",English,"The kind of man Creon is respectful but not afraid to make mistakes. What this reveals about his character is that he knows all men make mistakes but he knows that we all learn from our mistakes. He is telling men/people to do what they want but will eventually learn what is right. He is also saying that wise men will likely pick the right choice first but make mistakes that they will learn from also.
",5,Ambitious,3,6,https://brainly.com/question/9940029,1525321983
"Sorry this is soc.st i couldn't find science. 
1. Current needs to flow through a connector such as ______________.
",Social studies,a conductor would be copper and pretty much any metal,4,Beginner,3,7,https://brainly.com/question/9950,1392157183
Which period of egyptian history accured closest to the beginning of the common era?,History,Ptolemaic dynasty occurred closest to the Common era. This era lasted from 305 BC to 30 BC.,5,Ambitious,1,6,https://brainly.com/question/994542,1455802792
"What did the collapse of the Soviet Union mean economically?
A. Many countries would now be unable to trade with countries outside of their borders. 
B. New markets would be open to outside investors free of strict Soviet rule. 
C. A destabilized military would sell military hardware for profit. 
D. Businesses would fail to meet their financial obligations and hurt global markets.",History,B. New markets would be open to outside investors.,5,Ambitious,5,7,https://brainly.com/question/998202,1455866316
"Which statement best summarizes Gregor Mendel's contribution to science? Question options: 
Mendel invented the green pea by cross-breeding thousands of pea plants. Mendel coined the word genes to describe inherited traits. 
Mendel determined that garden pea plants can produce flowers in a variety of colors. 
Mendel found evidence that factors for some traits are inherited from parents.",Biology,"The final answer is correct
",5,Ace,7,8,https://brainly.com/question/9954976,1525385290
"Which statement best summarizes Gregor Mendel's contribution to science? Question options: 
Mendel invented the green pea by cross-breeding thousands of pea plants. Mendel coined the word genes to describe inherited traits. 
Mendel determined that garden pea plants can produce flowers in a variety of colors. 
Mendel found evidence that factors for some traits are inherited from parents.",Biology,"Its the last one
just give the other person brainliest


",5,Ambitious,6,6,https://brainly.com/question/9954976,1525385290
"What Chinese philosopher argued that rulers should rely on laws and rules?

Confucius 

Han Fei Zi

Qin Shi Huangdi

Laozi 

",History,"I think it was Laozi?
",2,Ambitious,3,3,https://brainly.com/question/9933543,1525288535
"What Chinese philosopher argued that rulers should rely on laws and rules?

Confucius 

Han Fei Zi

Qin Shi Huangdi

Laozi 

",History,Confucious is the correct answer.,5,Helping Hand,1,3,https://brainly.com/question/9933543,1525288535
"Before creating a business plan an entrepreneur must research ____ business in the past:

A. Similar 
B. Different 
C. All 
D. Random",Business,An entrepreneur must research similar business in the past,1,Beginner,1,2,https://brainly.com/question/9970365,1525459311
"Before creating a business plan an entrepreneur must research ____ business in the past:

A. Similar 
B. Different 
C. All 
D. Random",Business,It's A. Similar just took the test its right,5,Ambitious,1,2,https://brainly.com/question/9970365,1525459311
"An author claims that ""zoos do more good than harm."" The author provides the following as support for the claim: I believe zoos are great because they give animals exactly what they need. I have seen caretakers feed animals and give them medicine when they are sick. I have watched zookeepers cuddle baby monkeys and place blankets over cold piglets. They train animals to do tricks, too, so that the animals have fans who love and cheer for them. I am sure this makes the animals happy. Which choice best describes the support the author provides? 
A It is effective support for the claim. 
B It is ineffective support because it does not help prove the claim. 
C It is ineffective support because it presents opinion rather than fact. 
D It is ineffective support because it provides no source for the information.",English,"I think it would be C because he says how he believes it makes them happy, but there is no proof that animals are happy when they have crowd cheering them on.",5,Helping Hand,4,4,https://brainly.com/question/9569126,1523392165
"An author claims that ""zoos do more good than harm."" The author provides the following as support for the claim: I believe zoos are great because they give animals exactly what they need. I have seen caretakers feed animals and give them medicine when they are sick. I have watched zookeepers cuddle baby monkeys and place blankets over cold piglets. They train animals to do tricks, too, so that the animals have fans who love and cheer for them. I am sure this makes the animals happy. Which choice best describes the support the author provides? 
A It is effective support for the claim. 
B It is ineffective support because it does not help prove the claim. 
C It is ineffective support because it presents opinion rather than fact. 
D It is ineffective support because it provides no source for the information.",English,It is C because the author is stating an opinion not supportive claims.,3,Beginner,2,2,https://brainly.com/question/9569126,1523392165
"In addition to patronage, merchant families during the Renaissance began to

educate their sons.
practice new religions.
establish new businesses.
hide their wealth.",History,The correct answer is educate their sons,5,Ambitious,2,1,https://brainly.com/question/9966906,1525439265
"Which four of these developments were made under mongol rule during the pax Mongolica? 

A. The extension of the grand canal in China 
B. The spread of Christianity 
C. The spread of weapons that used gunpowder
D. The invention of new medicines 
E. The established of a postal system 
F. The invention of geometric models of lunar motion",History,"They  established of a postal system

The spread of weapons that used gunpowder

The extension of the grand canal in China 

The invention of new medicines 
",4,Ambitious,5,8,https://brainly.com/question/9318081,1521834331
"Read the excerpt from The Time Traveler's Guide to Elizabethan England. But what if it comes to the worst? What if you have painful black buboes in your groin and armpits, and experience the rapid pulse, the headaches, the terrific thirst, and delirium that are the tokens of the plague? There is little you can do. Physicians will prescribe the traditional medicines of dragon water, mithridatium, and theriac if they hear you are suffering but you will suspect that these are cynical attempts to relieve a dying person of his money. The physicians themselves will not normally come near you. Simon Forman, who does attend plague sufferers, is a rare exception: this is because he has himself survived the disease and believes he cannot catch it again. What is the central idea of this paragraph? Physicians could not do much for victims of the plague. Physicians were afraid to come near patients with symptoms. Symptoms of the plague included headaches and delirium. Symptoms were treated with dragon water or theriac.",English,the answer to the question is B.,1,Ambitious,5,0,https://brainly.com/question/9622848,1523639394
Which loanword trend(s) originate(s) from algonquin? a. animals b.architecture and music c.politics and religion d. science and mathematics,English,"The correct option is A.
A loan word refers to a word from another language that was adopted by the speakers of a particular language. Loan words usually filter into other languages when people from different cultures and language mix together. For instance, the word 'animal as used in English language was borrowed from the people of  Algonquin.",5,Expert,2,2,https://brainly.com/question/9586721,1523472120
"Read this excerpt from ""Talking Robots."" 

Of course, neural networks still have a long way to go before they can model the human brain. As physicist Heinz Pagels has said: “The difference between a real neuron and the model neurons . . . is like the difference between a human hand and a pair of pliers.” But the fact that a simple neural network can speak at all is remarkable, indicating that perhaps human abilities can be simulated by electronics. . . . 

Which is the most accurate summary of Kaku’s argument? 

A. The simulated speech of neural networks suggests the potential for other electronic simulations.
B. Neural networks are vastly inferior to the human brain, and critics question whether they can speak at all. 
C. Neural networks are vastly different from the human brain, just as pliers are different from the human hand. 
D. Electronic simulation of speech suggests that technological ability will eventually exceed human potential.",English,It's A. The simulated speech of neural networks suggests the potential for other electronic simulations. Just took my Cumulative. Good luck <3 ,4,Helping Hand,8,13,https://brainly.com/question/3424187,1492022187
"In 1933, Hitler took action against Jews in Germany by
building death camps in German cities.
building Jewish ghettos in many cities.
boycotting Jewish businesses.
encouraging mob attacks on Jewish communities.",History,"In 1933, Hitler took action against Jews in Germany by boycotting Jewish businesses.",5,Virtuoso,3,2,https://brainly.com/question/9930099,1525272399
"An ecologist studies the relationships among organisms. The work of an ecologist will most likely help solve problems related to which societal problem?
A: treatment of disease
B: protection of food supplies
C: protection of the environment
D: overuse of prescription medicine",Biology,"Protection of the environment
",4,Helping Hand,2,2,https://brainly.com/question/9302628,1521755314
"An ecologist studies the relationships among organisms. The work of an ecologist will most likely help solve problems related to which societal problem?
A: treatment of disease
B: protection of food supplies
C: protection of the environment
D: overuse of prescription medicine",Biology,"the protectionf of the environment 

",3,Ambitious,1,2,https://brainly.com/question/9302628,1521755314
"Gabriella's business hasn't been doing well. She has a retail store where she is selling dog treats, baby clothes, and high-end athletic shoes. When people walk by her store, they're unsure of what she is selling. Based on the information provided, why might Gabriella be having difficulty?


She hasn't developed a targeted niche. 







Her products are of low quality. 







She has too much inventory. 







She isn't hitting the right price point. 
",Business,"I'm pretty sure it's ""She hasn't developed a targeted niche.""
",5,Helping Hand,3,1,https://brainly.com/question/9929676,1525270308
Which statements best describe how businesses can take advantage of globalization? Check all that apply. using lower labor costs in other countries creating higher barriers to trade transporting resources quickly from distant locations limiting trade with other countries communicating more quickly with other countries,Social studies,"using lower labor costs in other countries
transporting resources quickly from distant locations
communicating more quickly with other countries



just took the test",5,Ambitious,7,6,https://brainly.com/question/9951945,1525369310
"The Science Club went on a two-day field trip. The first day the members paid $60 for transportation plus $15 per ticket to the planetarium. The second day they paid $95 for transportation plus $12 per ticket to the geology museum. Write an expression to represent the total cost for two days for the n members of the club. 
Thank you so much!",Mathematics,"day 1 total $60+$15=$75
day 2 total $95+$12=$107
total 2 days = $181",4,Beginner,3,7,https://brainly.com/question/995854,1455825794
"Mathematics help please!

Evaluate -64 divided by -8",Mathematics,"Hi,
-64/-8
+64/+8
+8
Hope this helps you.
",5,Virtuoso,3,2,https://brainly.com/question/9796572,1524590370
"Mathematics help please!

Evaluate -64 divided by -8",Mathematics,6 negative plus negitive is positive,3,Beginner,1,2,https://brainly.com/question/9796572,1524590370
Heavy Metal Contamination	Microbial Contamination from E coli	Microbial Contamination from Staphylococcus	Microbial Contamination from Pseudomonas	Microbial Contamination from Salmonella Capsule A	0.04%	0.15%	0.28%	0.33%	0.31% Capsule B	0.06%	0.22%	0.31%	0.21%	0.29% Capsule C 0.05%	0.24%	0.24%	0.23%	0.30% Capsule D	0.05% 0.18%	0.34%	0.22%	0.27% Total	0.05%	0.17%	0.27% 0.24%	0.28% The probabilities of contamination in medicine capsules due to the presence of heavy metals and different types of microbes are given in the table. The probability of capsule B having microbial contamination is the probability of capsule D having it.,Mathematics,the answer is greater than,4,Helping Hand,8,10,https://brainly.com/question/9462700,1522781411
Heavy Metal Contamination	Microbial Contamination from E coli	Microbial Contamination from Staphylococcus	Microbial Contamination from Pseudomonas	Microbial Contamination from Salmonella Capsule A	0.04%	0.15%	0.28%	0.33%	0.31% Capsule B	0.06%	0.22%	0.31%	0.21%	0.29% Capsule C 0.05%	0.24%	0.24%	0.23%	0.30% Capsule D	0.05% 0.18%	0.34%	0.22%	0.27% Total	0.05%	0.17%	0.27% 0.24%	0.28% The probabilities of contamination in medicine capsules due to the presence of heavy metals and different types of microbes are given in the table. The probability of capsule B having microbial contamination is the probability of capsule D having it.,Mathematics,"The answer is greater than

",5,Helping Hand,1,2,https://brainly.com/question/9462700,1522781411
I don't understand. Please help answer questions!!!!!!,Mathematics,"16) yes, they are reflections on a summit.
17) no parallelogram shown to answer question ",0,Beginner,0,0,https://brainly.com/question/10368934,1528076987
"The Chinese language has influenced which of the following languages?
a Vietnamese and Russian
b Japanese and Korean
c Thai and Turkish
d Cantonese and Arabic",Social studies,Japanese and Korean.,5,Ace,2,3,https://brainly.com/question/8060360,1515173928
"The Chinese language has influenced which of the following languages?
a Vietnamese and Russian
b Japanese and Korean
c Thai and Turkish
d Cantonese and Arabic",Social studies,The answer is B. Japanese and Korean,5,Beginner,2,2,https://brainly.com/question/8060360,1515173928
"Which sentence from the passage is the best example of a feature found in a myth? Near the beginning of life on Earth, Shen Nong, who was the Lord of the Wind, made many journeys over our world. Shen Nong was the second of the Three Sovereigns. The other two Chinese sovereigns were called Fu Xi and Yen Ti. One after another, they helped create civilization and imparted to mankind many skills, lessons, and gifts.",English,"i would go with sentence number one 

",5,Ambitious,3,3,https://brainly.com/question/9935098,1525297136
"Which sentence from the passage is the best example of a feature found in a myth? Near the beginning of life on Earth, Shen Nong, who was the Lord of the Wind, made many journeys over our world. Shen Nong was the second of the Three Sovereigns. The other two Chinese sovereigns were called Fu Xi and Yen Ti. One after another, they helped create civilization and imparted to mankind many skills, lessons, and gifts.",English,"The answer, I believe, would be the first one because it has something to do with life and fantasy, and that is usually what myths are based off of.",5,Frequent Answerer,2,2,https://brainly.com/question/9935098,1525297136
"Purchasing power parity is used to compare the gross domestic product between
1)businesses.
2)consumers.
3)stock markets.
4)countries.",History,"THE BRAINLIEST ANSWER!
Brainly User
3) is most likely the answer.

Hope this helped!

;D

Brainliest?????
Click to let others know, how helpful is it
5.0
3 votes

THANKS
1
Comments (4) Report

WRONG
countries.
brailiest!!!!
The correct answer is countries

",5,Brainly User,3,1,https://brainly.com/question/9956599,1525396099
"Purchasing power parity is used to compare the gross domestic product between
1)businesses.
2)consumers.
3)stock markets.
4)countries.",History,3)stock markets is the answer,5,,1,1,https://brainly.com/question/9956599,1525396099
"Marty is a successful entrepreneur who opened a fast food restaurant selling soup and sandwiches. He opened his first restaurant in Colorado, and soon after expanded to New Mexico, Arizona, and Texas. What might be one reason why Marty's business is expanding?

Higher per capita incomes in Colorado, New Mexico, Arizona, and Texas than elsewhere

Reduced demand for soup and sandwiches in neighboring states

Absence of potential customers in other states


Positive shared experience spread among Marty's customer base through cultural diffusion",History,The answer to your question would be the last option. Positive shared experience,5,Beginner,5,6,https://brainly.com/question/9931955,1525280780
"Marty is a successful entrepreneur who opened a fast food restaurant selling soup and sandwiches. He opened his first restaurant in Colorado, and soon after expanded to New Mexico, Arizona, and Texas. What might be one reason why Marty's business is expanding?

Higher per capita incomes in Colorado, New Mexico, Arizona, and Texas than elsewhere

Reduced demand for soup and sandwiches in neighboring states

Absence of potential customers in other states


Positive shared experience spread among Marty's customer base through cultural diffusion",History,"Brainly User
The answer is:

Positive shared experience spread among Marty's customer base through cultural diffusion
Click to let others know, how helpful is it
5.0
2 votes

THANKS
2
Comments (1) Report

Thanks Dripppp! You are a star!!! :)

",5,Brainly User,2,2,https://brainly.com/question/9931955,1525280780
"A person who is interested in the role of genetics in health might pursue a career in
endocrinology
gene therapy
neuroscience
sports medicine",Health,the answer is definitely Gene therapy,5,Helping Hand,3,3,https://brainly.com/question/9624298,1523647622
"Differences in regional economic development during the 19th century produced which of these conditions in the United States at the time of the Civil War?

A The North was the nation's main industrial area.

B The South was the main destination for immigrants.

C The North was the nation's main cotton-producing area.

D The South was the nation's main transportation center for agricultural goods.

I know HistoryGuy has already answered this but he isnt the most reliable source so I just want to ask this just in case.",History,"Differences in regional economic development during the 19th century produced the condition that ""A The North was the nation's main industrial area"" which strained the South.",5,Helping Hand,3,5,https://brainly.com/question/9938460,1525317607
"Read the quotation. “[T]o the victor belong the spoils of the enemy.” In this quotation, Senator William Marcy was comparing politics to sports. business. war. peace.",English,He was comparing it to war,5,Ambitious,1,0,https://brainly.com/question/9983343,1525550143
"Read the quotation. “[T]o the victor belong the spoils of the enemy.” In this quotation, Senator William Marcy was comparing politics to sports. business. war. peace.",English,"Your answer would be C. ""war.""",0,Expert,0,0,https://brainly.com/question/9983343,1525550143
"What is not a reason that business would look to hire children to work in factories?
A) the factory owners wanted to give children the experience at a job so they could hopefully one day go in to own a factory of their own
B) the children were too young to form a union 
C) they could pay them 
less 
D) their smaller hands could operate the new machinery with ease",History,The children were too young to form a union hope I helped =),5,Expert,1,1,https://brainly.com/question/9954330,1525381346
"What is not a reason that business would look to hire children to work in factories?
A) the factory owners wanted to give children the experience at a job so they could hopefully one day go in to own a factory of their own
B) the children were too young to form a union 
C) they could pay them 
less 
D) their smaller hands could operate the new machinery with ease",History,I think the answer is B. the children were too young to form a union. Hope this helps!,5,Expert,1,1,https://brainly.com/question/9954330,1525381346
"PLEASE HELP 20 POINTS AND BRAINLIEST IF CORRECT

Read the excerpt from a summary of “The World on Turtle’s Back.”

[1] The twins had opposite natures: the right-handed twin was truthful, and the left-handed twin was deceitful. [2] The right-handed twin always did the right thing, and the left-handed twin always did everything backward. [3] In these ways, the brothers represented the two warring natures that are in all people. [4] Quarreling constantly, they used magical powers to create animals that fought one another, and to create plants and medicines that could be used for good or for evil. 

Which best describes sentence 2? 
A. It is a run-on sentence. 
B. It is a simple sentence.
C. It is a compound-complex sentence.
D. It is a compound sentence.",English,"C) It is a compund-complex sentence
Compund-complex sentences have two or more coordinate independent clauses and one or more dependent clauses.
",3,Ambitious,3,1,https://brainly.com/question/9584512,1523461793
"PLEASE HELP 20 POINTS AND BRAINLIEST IF CORRECT

Read the excerpt from a summary of “The World on Turtle’s Back.”

[1] The twins had opposite natures: the right-handed twin was truthful, and the left-handed twin was deceitful. [2] The right-handed twin always did the right thing, and the left-handed twin always did everything backward. [3] In these ways, the brothers represented the two warring natures that are in all people. [4] Quarreling constantly, they used magical powers to create animals that fought one another, and to create plants and medicines that could be used for good or for evil. 

Which best describes sentence 2? 
A. It is a run-on sentence. 
B. It is a simple sentence.
C. It is a compound-complex sentence.
D. It is a compound sentence.",English,its b simple sentence because its not really a  run on sentence not compound ,0,Beginner,0,0,https://brainly.com/question/9584512,1523461793
MLA style is typically used by authors and students creating writing projects in which of the following areas? A. Medicine B. Humanities C. Mathematics D. Business,English,"The answer is B. Humanities

Hope this helps :)",5,Virtuoso,2,4,https://brainly.com/question/9446650,1522697028
MLA style is typically used by authors and students creating writing projects in which of the following areas? A. Medicine B. Humanities C. Mathematics D. Business,English,Answer is B humanities!!,5,Beginner,2,4,https://brainly.com/question/9446650,1522697028
Why is it important to know music history?,Arts,It’s not!!!!!!!!!!!!!!!!!,0,Beginner,0,1,https://brainly.com/question/9955555,1525389175
Why is it important to know music history?,Arts,Truly successful musicians understand all their music because they worked hard at becoming terrifically well-rounded. ... It's time to stop treating music history as a list of dead composers and understand how much we can learn from it,0,,0,2,https://brainly.com/question/9955555,1525389175
"For each statement below, identify the career described. covers any field in which instruments or processes are created to go along with biomedical technology covers any field dealing with medicine, the creation of medicine, and the provision of supplies for the medicine to be used covers any field that helps in analyzing DNA and identifying individuals from DNA samples taken from crime scenes",Biology,"These jobs are geneticists and criminologists!  Geneticists study genes and how they're inherited, seeing where the DNA came from.  Criminologists will supply the samples to the geneticists, as they take them from the crime scene. ",1,Ambitious,2,0,https://brainly.com/question/9420479,1522460149
"Is it possible to make an IOS App using Python in Xcode?
Is Swift the only language to make IOS apps apart from Objective-C?
",Computers and technology,"THE BRAINLIEST ANSWER!
Brainly User
Yes,it is possible. Swift isn't the only language to make IOS apps apart from Objective-C!
Click to let others know, how helpful is it
5.0
2 votes

THANKS
1
Report
",5,Brainly User,2,1,https://brainly.com/question/902888,1453257224
