question,subject,text,rating,reputation,num_upvotes,num_thanks,href,question_timestamp
Paul earned a 56% on her science test if she got 14 problem is correct and how many questions were there on the test,Mathematics,"
25  is the correct answer

",0,Ambitious,0,0,https://brainly.com/question/9994218,1525653092
Paul earned a 56% on her science test if she got 14 problem is correct and how many questions were there on the test,Mathematics,"
The test has 25 questions because 56% of 25 = 14
",0,Ambitious,0,0,https://brainly.com/question/9994218,1525653092
Every Texas constitution has shared the purpose of A. outlining the parts of government. B. giving men and women equal rights. C. permitting slavery in the Southern states. D. making the executive branch the most powerful branch.,Social studies, The correct answer is A. outlining the parts of government. Every Texas constitution has made reference to the role of the various parts of government including the state and federal government as well as the various arms of government such as the executive. ,0,Ambitious,0,0,https://brainly.com/question/9971159,1525464861
"In which sentence does the verb agree with the subject? 
a. My parents and my brother is in the car.
b. Robotics and animation interests me more than 8.
c. Cheers and applause follow all the band’s performances.",English,"
The correct answer is C. Cheers and applause follow all the band’s performances.

This is because ""cheers and applause"" can is treated in the same manner as the pronoun ""they"" and an agreement for they would be ""follow"". Other sentences are incorrect.",0,Ambitious,0,0,https://brainly.com/question/928653,1454081880
A condition in which liver tissue is replaced with useless scar tissue is called,Biology,"
Sclerosis of the liver
",0,Beginner,0,0,https://brainly.com/question/9877220,1524994210
"Read the passage. 

Ismene, dear sister, 
you would think we had already stuffed enough
For the curse on Oedipus:
I cannot imagine any grief 
That you and I have gone through.

What helps Antigone make the dangerous decision to bury her brother, despite the known consequences? 

A. Antigone cannot imagine that her own death could be worse than the death of Oedipus.

B. Antigone believes she is doomed, due to her father's sin, and accepts it wholeheartedly. 

C. Antigone wants to teach Ismene a lesson for being so weak-willed and knows that Ismene would be hurt by Antigone's death.

D. Antigone, as a strong woman, wants to undermine Creon's male authority.",English,"
I don’t know anything else but I think it’s B
",0,Helping Hand,0,1,https://brainly.com/question/9945564,1525341692
History ???!!!!!??!!??!!??,History,"
I believe it was Communism, corporation control, and Federal spending.",3,Ambitious,2,0,https://brainly.com/question/6203580,1508187234
"Ich sentence is an example of an objective summary? Mortimer is a witty writer who adds humor to history. It must have been horrible to live in Elizabethan times. Quality health care today is wonderful, but overpriced. Modern medicine has changed dramatically since the 1500s.",English,"
The sentence that is objective is ""Modern medicine has changed dramatically since the 1500's""
This is objective because it doesn't give any other person's feelings or opinions in this sentence.
Hope this helps!
",5,Ambitious,1,1,https://brainly.com/question/9992399,1525632775
What did the u.s government do in response to the launch of the Soviet satellite Sputnik in 1957,History,"
The Spuntkin is the name of the American reaction to the success to the Spunkin program. 
",0,Beginner,0,0,https://brainly.com/question/999677,1455894046
"I need help storing one variable online, using HTML, CSS, and/or JavaScript. What I mean is that i need to be able to store a variable (preferably text) in one device, and be able to access it on another.",Computers and technology,"
One way to do this is to get yourself a free pubnub account and let both devices connect to the same topic. That way you'll be able to exchange text in real-time. This works in javascript, so I think it covers your requirements.

Feel free to pm me if you need help.
",5,Ambitious,2,0,https://brainly.com/question/9872324,1524961285
"Dryden's poems documented the tumultuous politics of the late seventeenth century. His first important poem commemorated the death of Oliver Cromwell. Two years later, his next important poem celebrated the return of Charles II.

Despite the historical subject matter of his poems, Dryden used forms and styles that would become popular in the eighteenth century. His poems often featured...... , rhyming couplets in iambic pentameter. His..... verses paved the way for the infamous wit of Alexander Pope.

",English,"
Hey There! 

The answer for the first blank is Heroic & for the second blank is Satirical!
God Bless and have a wonderful rest of your day!
",5,Ambitious,2,2,https://brainly.com/question/9934187,1525292097
Who was the first president for the United States,History,"
George Washington was the first president of the United States of America. 
",1,Ambitious,1,1,https://brainly.com/question/9993524,1525645447
Who was the first president for the United States,History,"
Very simple, George Washington.

",5,Beginner,1,1,https://brainly.com/question/9993524,1525645447
"The kangaroo rat is able to get all of the water it needs through its food and, therefore, never needs to drink liquids. this animal has adapted to survive in which biome?",Biology,"
For the answer to the question above, this kind of ability of animals that posses is more likely living in the  ""desert.""

This kind of animals adapted to this kind of less water environment like the desert in which rain is less than 2 inches a year.

",0,Ambitious,0,0,https://brainly.com/question/9998184,1525676407
To which category of literature do short stories begin,English,"
The category of literature that short stories begin in is Fiction. 
",4,Ambitious,1,0,https://brainly.com/question/9991348,1525615268
According to fiedler's theory a high-control situation favored a ________ leader,Social studies,"
Answer/////////////Task- motivated;/////////////////////
",0,Genius,0,0,https://brainly.com/question/9999932,1525685423
According to fiedler's theory a high-control situation favored a ________ leader,Social studies,"
Task motivated and add me on snap at morgan02098
",0,Ambitious,0,0,https://brainly.com/question/9999932,1525685423
An event in which large numbers of species disappear from the earth at the same time,Biology,"
This event is known as a mass extinction.

There has only been a small number of mass extinction events during the Earth's history but is accountable for the death of the dinosaurs as well as a vast array of organisms that once inhabited the lands and sea.

I hope this helps! I'm happy to help with any other questions you might have :)
",5,Virtuoso,1,1,https://brainly.com/question/9995784,1525664496
Did john steinbeck write this book about the people grapes of wrath,History,"
John Steinbeck indeed wrote ""The Grapes of Wrath"".
",0,Ambitious,0,0,https://brainly.com/question/9061089,1520413233
"Why was narcissistic turned into a flower? 

A. Because the 10-year journey home proved to be too strenuous 

B. Because he fell in love with his own reflection 

C. Because it was the reward for completing all of the 12 labors

D. Because he gave the gift of fire to the mortals",History,"
B. Because he fell in love with his own reflection.
Hope this helps!!
",0,Ambitious,0,0,https://brainly.com/question/9994775,1525658895
"Why was narcissistic turned into a flower? 

A. Because the 10-year journey home proved to be too strenuous 

B. Because he fell in love with his own reflection 

C. Because it was the reward for completing all of the 12 labors

D. Because he gave the gift of fire to the mortals",History,"
The correct answer is B. Because he fell in love with his reflection.
",0,Ambitious,0,0,https://brainly.com/question/9994775,1525658895
Does an android tablet have a hard drive,Computers and technology,"
No, it uses flash menory
",0,Beginner,0,0,https://brainly.com/question/8127206,1515561617
Which candidate gained the most from the Republican split in the presidential election of 1912,History,"
The United States presidential election of 1912 was the 32nd quadrennial presidential election, held on Tuesday, November 5, 1912. Democratic Governor Woodrow Wilson of New Jersey unseated incumbent RepublicanPresident William Howard Taft and defeated Former President Theodore Roosevelt, who ran as the Progressive Party (""Bull Moose"") nominee. Roosevelt remains the only third party presidential candidate in U.S. history to finish better than third in the popular or electoral vote.
",0,Ambitious,0,0,https://brainly.com/question/9993715,1525647283
"Out of these three themes (vision, dream or romance) would you say fits best for the great gatsby chapter 6?",English,"
Dream) because in this chapter Nick narrates Gatsby's true origin as a poor boy named James gatz
",0,Ambitious,0,1,https://brainly.com/question/9882662,1525047566
"Yvette looks back at her life with pride, even though some aspects of her personal history include errors on her part. yvette is in the stage that erik erikson called _____.",Social studies,"
Yvette is in the stage that Erikson called ""integrity versus despair"".
Integrity versus despair is the eighth and last phase of Erik Erikson's stage theory of psychosocial improvement. This stage starts at roughly age 65 and closes at death. Psychologists, advisors, and medical attendants today utilize the ideas of Erikson's phases while giving consideration to maturing patients.
",0,Ambitious,0,0,https://brainly.com/question/9997690,1525673421
"Ravi bought a desktop computer and a laptop computer. Before finance charges, the laptop cost 
less than the desktop. He paid for the computers using two different financing plans. For the desktop the interest rate was 
per year, and for the laptop it was 
per year. The total finance charges for one year were 
. How much did each computer cost before finance charges?",Mathematics,"
I belive it would be 45 or 80 dollars hope you do good
",0,Ambitious,0,0,https://brainly.com/question/9912686,1525195137
"What causes pattern of tides 
on Earth?",Chemistry,"
The moon is what cause water tides
",0,Beginner,0,0,https://brainly.com/question/9995633,1525663849
"What causes pattern of tides 
on Earth?",Chemistry,"
The Moon's gravitational force is what causes tides on Earth.
",0,Ambitious,0,0,https://brainly.com/question/9995633,1525663849
"On a mathematics test, a student must choose 3 out of the 5 questions",Mathematics,"
Then choose 3 out of 5 questions :D
",0,Ambitious,0,1,https://brainly.com/question/9995192,1525662285
"On a mathematics test, a student must choose 3 out of the 5 questions",Mathematics,"
Choose the most important or what is worth the most points and easiest to answer ",0,Helping Hand,0,1,https://brainly.com/question/9995192,1525662285
Definition of variation in biology,Biology,"
Any difference between cells, individual organisms, or groups of organisms of any species caused by genetics(genotypic variation) or by the effect of the environment on the expression of the genetic potentials (phenotypic variation)
",4.5,Beginner,2,7,https://brainly.com/question/995709,1455823024
"Avery could barely detect sweetness in a sip of water from a pitcher in which one quarter of a teaspoon of sugar was mixed into a half gallon of water. for taste, this is avery's:",Biology,"
The correct answer is absolute threshold.
Absolute threshold is a neurobiological term referring to the lowest level of a stimulus that a person is able to detect. The stimulus can either be touch, sound, taste or light. 
Regarding taste, the absolute threshold of taste is the lowest concentration of a certain compound which can be detected by the human sense of taste.  
",0,Ambitious,0,0,https://brainly.com/question/9998773,1525679412
"For this assignment, you will write a five-paragraph propagandist essay that • Focuses on one of the topics from the Topics List. • Has a persuasive purpose and targets a specific audience. • Uses vocabulary that is appropriate, given the audience and purpose. • Includes a specific, focused thesis statement. • Includes the use of 1. Two different rhetorical fallacies (ad hominem, exaggeration, stereotyping, categorical claims). 2. Two different emotional appeals (loaded language, flatter the audience, divide the opposition, filter the evidence). 3. One of each of the following: parallelism and repetition. • Includes a concluding paragraph that restates the thesis statement. • Includes the use of at least three of your module vocabulary terms. • Conforms to the conventions of standard English grammar, mechanics, spelling, and punctuation. Remember to submit your essay outline along with your essay. For your essay, choose to support or refute (argue against) one of the issues listed below. • Children should be allowed to choose their own names. • Cockroaches should be named the national bug of the United States of America. • Children under age 10 should be leashed in public. • Forks and spoons should be outlawed and replaced by sporks. • Children under age 11 should be banned from social networking sites (Facebook, MySpace, etc.). • Parents should be banned from social networking sites (Facebook, MySpace, etc.). • Milkshakes are better than banana splits. • The oldest (or youngest) sibling should always get control of the remote. • Batman or Superman or Spiderman is the ultimate superhero. • In terms of intelligence, cats are superior to dogs. • The Internet has made people less intelligent",English,"
Just look up some things online and do power paragraphs it will be soo easy

",5,Ambitious,2,2,https://brainly.com/question/9566121,1523377019
"Read the myth below and answer the question that follows. ""Apollo and Daphne"" Daphne was Apollo's first love. It was not brought about by accident, but by the malice of Cupid. Apollo saw the boy playing with his bow and arrows; and being himself elated with his recent victory over Python, he said to him, ""What have you to do with warlike weapons, saucy boy? Leave them for hands worthy of them. Behold the conquest I have won by means of them over the vast serpent who stretched his poisonous body over acres of the plain! Be content with your torch, child, and kindle up your flames, as you call them, where you will, but presume not to meddle with my weapons."" Venus's boy heard these words, and rejoined, ""Your arrows may strike all things else, Apollo, but mine shall strike you."" So saying, he took his stand on a rock of Parnassus, and drew from his quiver two arrows of different workmanship, one to excite love, the other to repel it. The former was of gold and sharp pointed, the latter blunt and tipped with lead. With the leaden shaft he struck the nymph Daphne, the daughter of the river god Peneus, and with the golden one Apollo, through the heart. Forthwith the god was seized with love for the maiden, and she abhorred the thought of loving. Her delight was in woodland sports and in the spoils of the chase. Many lovers sought her, but she spurned them all, ranging the woods, and taking no thought of Cupid nor of Hymen. Her father often said to her, ""Daughter, you owe me a son-in-law; you owe me grandchildren."" She, hating the thought of marriage as a crime, with her beautiful face tinged all over with blushes, threw her arms around her father's neck, and said, ""Dearest father, grant me this favor, that I may always remain unmarried, like Diana."" He consented, but at the same time said, ""Your own face will forbid it."" Apollo loved her, and longed to obtain her; and he who gives oracles to all the world was not wise enough to look into his own fortunes. He saw her hair flung loose over her shoulders, and said, ""If so charming in disorder, what would it be if arranged?"" He saw her eyes bright as stars; he saw her lips, and was not satisfied with only seeing them. He admired her hands and arms, naked to the shoulder, and whatever was hidden from view he imagined more beautiful still. He followed her; she fled, swifter than the wind, and delayed not a moment at his entreaties. ""Stay,"" said he, ""daughter of Peneus; I am not a foe. Do not fly me as a lamb flies the wolf, or a dove the hawk. It is for love I pursue you. You make me miserable, for fear you should fall and hurt yourself on these stones, and I should be the cause. Pray run slower, and I will follow slower. I am no clown, no rude peasant. Jupiter is my father, and I am lord of Delphos and Tenedos, and know all things, present and future. I am the god of song and the lyre. My arrows fly true to the mark; but, alas! an arrow more fatal than mine has pierced my heart! I am the god of medicine, and know the virtues of all healing plants. Alas! I suffer a malady that no balm can cure! The nymph continued her flight, and left his plea half uttered. And even as she fled she charmed him. The wind blew her garments, and her unbound hair streamed loose behind her. The god grew impatient to find his wooings thrown away, and, sped by Cupid, gained upon her in the race. It was like a hound pursuing a hare, with open jaws ready to seize, while the feebler animal darts forward, slipping from the very grasp. So flew the god and the virgin—he on the wings of love, and she on those of fear. The pursuer is the more rapid, however, and gains upon her, and his panting breath blows upon her hair. Her strength begins to fail, and, ready to sink, she calls upon her father, the river god: ""Help me, Peneus! open the earth to enclose me, or change my form, which has brought me into this danger!"" Scarcely had she spoken, when a stiffness seized all her limbs; her bosom began to be enclosed in a tender bark; her hair became leaves; her arms became branches; her foot stuck fast in the ground, as a root; her face became a tree-top, retaining nothing of its former self but its beauty. Apollo stood amazed. He touched the stem, and felt the flesh tremble under the new bark. He embraced the branches, and lavished kisses on the wood. The branches shrank from his lips. ""Since you cannot be my wife,"" said he, ""you shall assuredly be my tree. I will wear you for my crown; I will decorate with you my harp and my quiver; and when the great Roman conquerors lead up the triumphal pomp to the Capitol, you shall be woven into wreaths for their brows. And, as eternal youth is mine, you also shall be always green, and your leaf know no decay."" The nymph, now changed into a Laurel tree, bowed its head in grateful acknowledgement. Source: Bulfinch, Thomas. ""Apollo and Daphne."" Bartleby.com. Bartleby.com, 2011. Web. 7 Mar.2011. What purpose(s) of mythology does this myth illustrate?",English,"
This myth illustrates an explanation of natural phenomena, religion, and literature. We are given the origin of the laurel tree; we are also shown the power of the god Cupid along with that of Daphne's father, a river god who shows that the gods can be merciful as well as mischievous. It is also an example of myth as literature because it is an entertaining story.
",5,Ambitious,1,1,https://brainly.com/question/9972163,1525476689
"Read the myth below and answer the question that follows. ""Apollo and Daphne"" Daphne was Apollo's first love. It was not brought about by accident, but by the malice of Cupid. Apollo saw the boy playing with his bow and arrows; and being himself elated with his recent victory over Python, he said to him, ""What have you to do with warlike weapons, saucy boy? Leave them for hands worthy of them. Behold the conquest I have won by means of them over the vast serpent who stretched his poisonous body over acres of the plain! Be content with your torch, child, and kindle up your flames, as you call them, where you will, but presume not to meddle with my weapons."" Venus's boy heard these words, and rejoined, ""Your arrows may strike all things else, Apollo, but mine shall strike you."" So saying, he took his stand on a rock of Parnassus, and drew from his quiver two arrows of different workmanship, one to excite love, the other to repel it. The former was of gold and sharp pointed, the latter blunt and tipped with lead. With the leaden shaft he struck the nymph Daphne, the daughter of the river god Peneus, and with the golden one Apollo, through the heart. Forthwith the god was seized with love for the maiden, and she abhorred the thought of loving. Her delight was in woodland sports and in the spoils of the chase. Many lovers sought her, but she spurned them all, ranging the woods, and taking no thought of Cupid nor of Hymen. Her father often said to her, ""Daughter, you owe me a son-in-law; you owe me grandchildren."" She, hating the thought of marriage as a crime, with her beautiful face tinged all over with blushes, threw her arms around her father's neck, and said, ""Dearest father, grant me this favor, that I may always remain unmarried, like Diana."" He consented, but at the same time said, ""Your own face will forbid it."" Apollo loved her, and longed to obtain her; and he who gives oracles to all the world was not wise enough to look into his own fortunes. He saw her hair flung loose over her shoulders, and said, ""If so charming in disorder, what would it be if arranged?"" He saw her eyes bright as stars; he saw her lips, and was not satisfied with only seeing them. He admired her hands and arms, naked to the shoulder, and whatever was hidden from view he imagined more beautiful still. He followed her; she fled, swifter than the wind, and delayed not a moment at his entreaties. ""Stay,"" said he, ""daughter of Peneus; I am not a foe. Do not fly me as a lamb flies the wolf, or a dove the hawk. It is for love I pursue you. You make me miserable, for fear you should fall and hurt yourself on these stones, and I should be the cause. Pray run slower, and I will follow slower. I am no clown, no rude peasant. Jupiter is my father, and I am lord of Delphos and Tenedos, and know all things, present and future. I am the god of song and the lyre. My arrows fly true to the mark; but, alas! an arrow more fatal than mine has pierced my heart! I am the god of medicine, and know the virtues of all healing plants. Alas! I suffer a malady that no balm can cure! The nymph continued her flight, and left his plea half uttered. And even as she fled she charmed him. The wind blew her garments, and her unbound hair streamed loose behind her. The god grew impatient to find his wooings thrown away, and, sped by Cupid, gained upon her in the race. It was like a hound pursuing a hare, with open jaws ready to seize, while the feebler animal darts forward, slipping from the very grasp. So flew the god and the virgin—he on the wings of love, and she on those of fear. The pursuer is the more rapid, however, and gains upon her, and his panting breath blows upon her hair. Her strength begins to fail, and, ready to sink, she calls upon her father, the river god: ""Help me, Peneus! open the earth to enclose me, or change my form, which has brought me into this danger!"" Scarcely had she spoken, when a stiffness seized all her limbs; her bosom began to be enclosed in a tender bark; her hair became leaves; her arms became branches; her foot stuck fast in the ground, as a root; her face became a tree-top, retaining nothing of its former self but its beauty. Apollo stood amazed. He touched the stem, and felt the flesh tremble under the new bark. He embraced the branches, and lavished kisses on the wood. The branches shrank from his lips. ""Since you cannot be my wife,"" said he, ""you shall assuredly be my tree. I will wear you for my crown; I will decorate with you my harp and my quiver; and when the great Roman conquerors lead up the triumphal pomp to the Capitol, you shall be woven into wreaths for their brows. And, as eternal youth is mine, you also shall be always green, and your leaf know no decay."" The nymph, now changed into a Laurel tree, bowed its head in grateful acknowledgement. Source: Bulfinch, Thomas. ""Apollo and Daphne."" Bartleby.com. Bartleby.com, 2011. Web. 7 Mar.2011. What purpose(s) of mythology does this myth illustrate?",English,"
From the excerpt above, the myth illustrates an explanation of natural phenomena, religion, and literature purposes. It is also an example of myth as literature because it is an entertaining story which tells about the God cupid and us being the branches.
",5,Virtuoso,2,0,https://brainly.com/question/9972163,1525476689
"The spleen, liver, pancreas, and kidney are part of which body systems?",Health,"
Kidney is excretory. Pancreas  and liver are digestive. Spleen is lymphatic. Hope this helps. :)
",0,Ambitious,0,1,https://brainly.com/question/9951695,1525368137
How has the US helped the Mexican economy grow??,Social studies,"
1. The economy in the Valley will need to grow if students
want to come back and work with their specialized degrees.
We need to develop more to create more opportunities.

2. There was a time when the contractual relationship
between the employer and the employee was supposed
to be none of the public's business.
That time has passed.

3.  It can feel like an invasion of privacy,
involving an employer in a personal matter.
",5,Brainly User,3,14,https://brainly.com/question/999855,1455899459
Which of these statements is false?Archaeology is a field within anthropology. Archaeologists and anthropologists are necessary to the historian for information they provide. Archaeologists and anthropologists both study human history. Archaeologists and anthropologists are in totally separate fields and rarely work together.,Social studies,"
Answer:

Archaeologists and anthropologists are in totally separate fields and rarely work together.

Explanation:

They both can pertain to the past. Anthropology is the study of people, in the past, in the present and as they change over time and Archaeology specifically looks at the material culture of the past.
",0,Ambitious,0,1,https://brainly.com/question/9401721,1522334290
"The _____ has approved genetically engineered medical treatments. 
Food and Drug Administration (FDA)
pharmaceutical industry
Healthcare Finance Administration (HCFA)",Health,"
The pharmaceutical industry has approved genetically engineered medical treatments. These are companies that are mostly involved in providing the public with the necessary medications and treatments for numerous diseases. They agree on innovations on drug products and test these innovations for public consumption.
",3.8,Ambitious,25,34,https://brainly.com/question/998248,1455866658
PLEASE HELL ME OUT! 15 points!! Each table represents the results of a survey taken by a pop culture magazine regarding where movie viewers prefer to watch different genres of movies. Determine which relative table would be the best choice to find each piece of information.,Mathematics,"
This makes absolutely no sense! What is the assignment??
",0,Ambitious,0,1,https://brainly.com/question/9605979,1523561191
PLEASE HELL ME OUT! 15 points!! Each table represents the results of a survey taken by a pop culture magazine regarding where movie viewers prefer to watch different genres of movies. Determine which relative table would be the best choice to find each piece of information.,Mathematics,"
Yea I agree with yea I agree with Nicholas this doesn’t make sense how and what r u supposed to do
",0,Beginner,0,0,https://brainly.com/question/9605979,1523561191
The travel time for a college student traveling between her home and her college is uniformly distributed between 40 and 90 minutes. refer to exhibit 6-2. the probability that her trip will take exactly 50 minutes is:,Mathematics,"
Since this is a uniform distribution, the probability for every minute from 40 to 90 is constant at 0.02. Therefore, the probability that her trip will take exactly 50 minutes is 0.02.",0,Virtuoso,0,0,https://brainly.com/question/9980418,1525518032
The study of the links between biology and behavior is called,Social studies,"
Psychology i'm pretty sure
",0,Ambitious,0,0,https://brainly.com/question/9995302,1525662619
History !!!!!!!!!!!!!!!!!!,History,"
Lol maybe youtube has the answer
 ",0,Helping Hand,0,1,https://brainly.com/question/6244075,1508271202
History !!!!!!!!!!!!!!!!!!,History,"
The answer is the third one
",0,Ambitious,0,0,https://brainly.com/question/6244075,1508271202
"Which sentences in this excerpt from Franklin D. Roosevelt’s “Four Freedoms” speech suggest that going to war will result in a peaceful political system?

The fourth is freedom from fear—which, translated into world terms, means a world-wide reduction of armaments to such a point and in such a thorough fashion that no nation will be in a position to commit an act of physical aggression against any neighbor—anywhere in the world.


That is no vision of a distant millennium. It is a definite basis for a kind of world attainable in our own time and generation. That kind of world is the very antithesis of the so-called new order of tyranny which the dictators seek to create with the crash of a bomb.


To that new order we oppose the greater conception—the moral order. A good society is able to face schemes of world domination and foreign revolutions alike without fear.

Since the beginning of our American history, we have been engaged in change—in a perpetual peaceful revolution—a revolution which goes on steadily, quietly adjusting itself to changing conditions—without the concentration camp or the quick-lime in the ditch. The world order which we seek is the cooperation of free countries, working together in a friendly, civilized society.


This nation has placed its destiny in the hands and heads and hearts of its millions of free men and women; and its faith in freedom under the guidance of God. Freedom means the supremacy of human rights everywhere. Our support goes to those who struggle to gain those rights or keep them. Our strength is our unity of purpose. To that high concept there can be no end save victory.",English,"
The last sentence is one, but almost the entire excerpt speak of fighting and winning to get that ideal political situation. This excerpt is all about the freedom from fear. That sounds like a call to arms, an encouragement to overcome fear and fight. The sentences leading to the last talks about how maintaining freedom involves fighting for it, and that the only way to stop the struggle (for human rights) is to win that fight. 
",1.7,Ambitious,6,1,https://brainly.com/question/9813851,1524661043
"After 5.75 hours, Kyler had finished painting 62.5% of his house. He needs to paint a total of 4,000 square feet on his house. At what rate, in square feet per hour, does he paint",Mathematics,"
First, we are going to find the painted area of his house. We know that the total area he needs to paint is 4000 square meters, so 4000 is the area of this house. Now, to find the 62.5% of that area, we are going to multiply it by :
Painted area= 

Now, to find rate, in square feet per hour, we are going to divide the painted area by the number of hours: 
Rate=

We can conclude that Kyler paints at a rate of 434.78 square feet per hour.
",0,Virtuoso,0,0,https://brainly.com/question/9994985,1525661072
"""Knowing how to use fire may have helped the early humans who left Africa 50,000 to 60,000 years ago to cope with colder conditions in Europe. It may also have given them a big advantage over the resident Neanderthals they encountered. By 35,000 years ago the Neanderthals, a sub-species of human whose own origins were in Africa, were mostly extinct."" From The Telegraph, Article on Stone Age humans (2009). Which of the following claims about hominids would this passage provide evidence for?",History,"
Let us go over every choice:
D) D is incorrect; Neanderthals were a hominid species and a relatively advanced one since they lived very closely in time to homo sapiens (modern man). Neanderthals used to live in Europe and had been living there before modern man came from Africa.
C) This is not precise. While it could have been used as a weapon, nowhere in the passage can we see a hint for that. It might have helped modern humans in other ways, making them more reliably survive cold periods and thus displacing the resident Neanderthals.
B) This is also not precise. While the passage implies that fire might have been an important factor for the migration, quite possibly there could be other important aspects of migration to learn. Also, the passage says ""may have helped"", it is not too definitive.
A) THIS IS THE CORRECT CHOICE. The only concrete fact of the passage is the fact that Neandertals went extinct after the arrival of the modern man. The passage in whole is arguing that since fire is so important in Europe and the Neanderthals did not have access to it, we could attribute their extinction to the modern humans having fire as a competitive advantage.
",0,Ambitious,0,0,https://brainly.com/question/9993109,1525640989
"Select the four bills sent to Congress implementing Roosevelt's New Deal.
Federal Emergency Relief Act
The Social Security Act
National Agricultural Recovery Act
Emergency Banking Act
The Agricultural Adjustment Act
Home Loan Bank Act
Stock Market Security Act",Social studies,"
In order to help the
student expand his/her knowledge I will help answer the question. This in hope
that the student will get a piece of knowledge that will help him through his
homework or future tests.

I will list the four
bills that were sent to Congress implementing Roosevelt’s New Deal. These were
the four bills: Federal Emergency Relief Act, The Social Security Act, Emergency
Banking Act, and The Agricultural Adjustment Act.

I hope it helps,
Regards.",5,Beginner,4,12,https://brainly.com/question/985677,1455635165
"Select the four bills sent to Congress implementing Roosevelt's New Deal.
Federal Emergency Relief Act
The Social Security Act
National Agricultural Recovery Act
Emergency Banking Act
The Agricultural Adjustment Act
Home Loan Bank Act
Stock Market Security Act",Social studies,"
Among these bills, you can pick up
the Social Security Act for sure. This particular one entails the minimum
amount of purchasing capacity that beneficiaries from this policy can take
advantage of (crucial government decision to set up the economic virtuous
circle). Moving on, you can also pick the Stock Market Security Act. Given the
financial mayhem taken place in Wall Street by the later 20’s, the U.S. corresponding
authorities effectively pulled off a better regulation of the stockbrocking
activity.

",0,Helping Hand,0,1,https://brainly.com/question/985677,1455635165
Which is not one of the six stages in the natural history model of the social problems process?,Social studies,"
Research Confirmation is not one of the following six stages:Stage 1- 
claimsmaking 
- individuals make guarantees that there is a social issue, with certain attributes, causes and arrangements 
Normal History model of the social issues process: 
Stage 2- 
media scope 
- media investigate claimsmakers with the goal that news of the cases contacts a more extensive gathering of people 
Common History model of the social issues process: 
Stage 3- 
Open Reaction 
- general assessment centers around the social issue recognized by claims producers 
Normal History model of the social issues process: 
Stage 4- 
policymaking 
- administrators and others w/the ability to set strategies make better approaches to address the issue 
Normal History model of the social issues process: 
Stage 5- 
Social issues work 
- offices execute the new arrangements, including calls for additionally changes 
Common History model of the social issues process: 
Stage 6- 
Approach Outcomes 
- there are different reactions to the new course of action
",0,Helping Hand,0,0,https://brainly.com/question/9997454,1525672222
"When a spacecraft travels away from Earth, the gravitational force acting on it (2 points)


decreases first and then increases

increases first and then decreases

increases

decreases",Chemistry,"
SInce earths gravitational force is 9.81, and outer space is less than that, the force decreases
",0,Helping Hand,0,3,https://brainly.com/question/9993748,1525647724
Why does cassius change his mind and believe the omens around him? he is willing to risk his life in the upcoming battle he is nervous that he might lose the upcoming battle he is frightened that brutus will betray him he is arrogant that he will win the upcoming battle?,Social studies,He is nervous that he might lose the upcoming battle.,0,Ambitious,0,0,https://brainly.com/question/9997637,1525673413
I need help with #4... Chemistry is my worst subject.,Chemistry,"
Use slader.com it helps with all textbook work!
",0,Helping Hand,0,1,https://brainly.com/question/9948876,1525354624
What process best explains the astounding variety of dogs at a dog show? A. hybridization B. asexual reproduction C. selective breeding D. genetic engineering,Chemistry,"
The answer to your question is C. They selectively breed dogs for dog shows to have a more appealing outcome.
",5,Beginner,5,6,https://brainly.com/question/9936826,1525307327
What process best explains the astounding variety of dogs at a dog show? A. hybridization B. asexual reproduction C. selective breeding D. genetic engineering,Chemistry,"
I belive it is c selective breeding because would you like to see a husky wolf cross or some weird cross breed abomination
",5,Helping Hand,4,5,https://brainly.com/question/9936826,1525307327
Max's behavior and self-presentation is relaxed and informal with his friends. when he goes on a job interview he projects professionalism and formality with his attire and language. what would carl jung suggest about max? max adopted a professional persona for his job interview. max has an oedipus complex. max is an archetype. max is an introvert.,Social studies,"
The answer is ""Max adopted a professional persona for his job interview.""

For the specialist Carl Jung, the persona, was the social face an individual presents to the world. It resembles a cover to establish a connection upon others and to hide the genuine idea of the person. For Max's situation, he just needs to extend his expert side and not the his actual loose side. 
",0,Ambitious,0,0,https://brainly.com/question/9804964,1524630021
In chemistry and chemical reactions what is concentration,Chemistry,"
Concentration refers to how much of a chemical is present in a given solution. 

Consider two beakers with 200cm^3 of water. One has 10g of salt, the other one has 50g of salt. The beaker with the 50g of salt is more concentrated/has a higher concentration because there is much more of the solute in the same amount of solvent.
",0,Ambitious,0,2,https://brainly.com/question/9953627,1525377566
According to the article what is likely to occur when students multitask while learning,Social studies,"
Can you post the questions or article?",0,Beginner,0,1,https://brainly.com/question/9999939,1525685425
How did LBJ focus on the Civil Rights agenda during 1960’s?,History,"
LBJ focused on the Civil Rights agenda during the 1960s by using his Great Society Program which it's goal was to end racial injustice and poverty. :)
",0,Beginner,0,0,https://brainly.com/question/9991290,1525612512
"In which type of economy do the forces of supply and demand typically drive prices?
a. a market economy
b. a traditional economy
c. a planned economy
d. a command economy",Business,"
The kind of economy that is determined by supply and demand is a market economy - answer a) is the correct one 

In a command and planned economies the government decides over prizes and production (the two are roughly synonymous).

A traditional economy is an economy based on exchange, not money. 
",4.9,Ambitious,7,21,https://brainly.com/question/998289,1455867012
